title,company,location,role,skills,link,duration,stipend,mode,source
"Data Analyst Associate, SharePoint/Nintex - Remote (JP9999)","3 Key Consulting, Inc.","Thousand Oaks, CA","Data Analyst Associate, SharePoint/Nintex - Remote (JP9999)","SharePoint Online, MS Teams, Power Platform, Power Apps, Power Automate, O365 platform, C#, CSOM, PowerShell scripting, Scrum process, Guest users",https://www.linkedin.com/jobs/view/data-analyst-associate-sharepoint-nintex-remote-jp9999-at-3-key-consulting-inc-3647590043,Remote,,,LinkedIn
Data Engineer / Adtech / Hybrid in Los Angeles area,Motion Recruitment,"Thousand Oaks, CA",Data Engineer / Adtech / Hybrid in Los Angeles area,"Data Engineering, Data Migration, Big Data tools, Cloud Computing, Adtech experience, Python, SQL, AWS, Apache Spark, PySpark, Amazon Glue",https://www.linkedin.com/jobs/view/data-engineer-adtech-hybrid-in-los-angeles-area-at-motion-recruitment-3785896195,Hybrid,,,LinkedIn
"Senior Engineer, Powertrain Field Data Analysis",Fisker,"Manhattan Beach, CA","Senior Engineer, Powertrain Field Data Analysis","Data analysis, Logging, Vehicle system data, Cloud data, Failure analysis, Fleet data interpretation, Digital twins, Powertrains, Vehicle logging, Diagnostic tools, Vector CANape, CANalyzer, Fault analysis, Vehicle environment, Data processing, Vehicle test systems, Vehicle testing, Component testing, Requirements management tracking, ALM tools, DOORS, Polarion, JAMA, Supplier interaction, Analytical skills, Problemsolving skills, MATLAB, Python, SQL, Hadoop, Spark, AWS, Azure, Microsoft, Google Cloud, Machine learning, Artificial intelligence, Big data, Data science, Calculus, Probability, Statistics, Linear algebra",https://www.linkedin.com/jobs/view/senior-engineer-powertrain-field-data-analysis-at-fisker-3732604363,Hybrid,,,LinkedIn
Senior Data Engineer,"KARL STORZ Endoscopy-America, Inc.","El Segundo, CA",Senior Data Engineer,,https://www.linkedin.com/jobs/view/senior-data-engineer-at-karl-storz-endoscopy-america-inc-3765393272,Hybrid,,,LinkedIn
Database Engineer,Robert Half,"Portland, Oregon Metropolitan Area",Database Engineer,"SQL, Oracle, Snowflake, Azure SQL, ETL, Tableau, Power BI, CRM, ERP, Data warehousing, Data modeling, Data security, Data storage, Database architecture, Database engineering, Data analysis, Data visualization, Data pipelines, Data sets, Data transformation, Data Integration, Data management, Backup and recovery, Data migration, Data mining, Data governance, Data quality, Big data, Cloud computing, Data science, Machine learning, Artificial intelligence, Business intelligence, Data analytics, Data engineering",https://www.linkedin.com/jobs/view/database-engineer-at-robert-half-3763302980,Onsite,,,LinkedIn
"Business Data Analyst II, Basketball",Nike,"Beaverton, OR","Business Data Analyst II, Basketball","Data Analysis, Business Strategy, Financial Modeling, Consumer Research, Problem Solving, Communication, Project Management, Microsoft Office Suite, PowerPoint, Excel",https://www.linkedin.com/jobs/view/business-data-analyst-ii-basketball-at-nike-3775857032,Onsite,,,LinkedIn
Associate / Principal Mechanical Engineer - Data Centres,Hydrock,"Plympton, England, United Kingdom",Associate / Principal Mechanical Engineer - Data Centres,"MEP Design, Revit, IES, BIM, M&E, Sustainable Design, Building Regulations, Commercial Management, Client Service, People Leadership, Project Management, SubDisciplines Management, External Contractors Management, Team Leadership, Fee Generation, Marketing, Business Operations",https://uk.linkedin.com/jobs/view/associate-principal-mechanical-engineer-data-centres-at-hydrock-3752877121,Onsite,,,LinkedIn
"Data Engineer with Netsuite at Houston, Texas, Hybrid",Steneral Consulting,"Houston, TX","Data Engineer with Netsuite at Houston, Texas, Hybrid","Data Migration, NetSuite, SQL, Excel, Consulting, Financial Data, Reports, Legacy System",https://www.linkedin.com/jobs/view/data-engineer-with-netsuite-at-houston-texas-hybrid-at-steneral-consulting-3682449785,Hybrid,,,LinkedIn
"Senior Data Engineer, Infrastructure-Dallas, Austin, or San Antonio, TX",H-E-B,"San Antonio, TX","Senior Data Engineer, Infrastructure-Dallas, Austin, or San Antonio, TX","IaC, CI/CD, Linux, Networking, SSL/TLS cert management, Secrets management, IAM, Bash/Shell, Python, Java, Go, Ruby, Kafka, Kubernetes, Spark, Databricks, AWS EMR, S3, Snowflake, Teradata, AWS, GCP, Azure, Terraform, Cloud Formation, AWS CDK, Pulumi, Ansible, Puppet, Chef, Salt, Datadog, Splunk, ELK Stack, New Relic, GitLab CI/CD, Jenkins",https://www.linkedin.com/jobs/view/senior-data-engineer-infrastructure-dallas-austin-or-san-antonio-tx-at-h-e-b-3740525124,Hybrid,,,LinkedIn
Data Engineer – up to £150-200k total compensation,Saragossa,"London, England, United Kingdom",Data Engineer – up to £150-200k total compensation,"Python, C#, Scala, Snowflake, Apache Airflow, Spark, Hive, Docker, Kubernetes, ETL, ELT",https://uk.linkedin.com/jobs/view/data-engineer-%E2%80%93-up-to-%C2%A3150-200k-total-compensation-at-saragossa-3766637121,Onsite,,,LinkedIn
Data Analyst,La Fosse,"London, England, United Kingdom",Data Analyst,,https://uk.linkedin.com/jobs/view/data-analyst-at-la-fosse-3762623173,Onsite,,,LinkedIn
Associate Data Analyst,Tripadvisor,"London, England, United Kingdom",Associate Data Analyst,"Data Analytics, Data Science, Statistics, Math, Mixpanel, Amplitude, SQL, Python, R, A/B testing, Optimizely, Google Optimize",https://uk.linkedin.com/jobs/view/associate-data-analyst-at-tripadvisor-3783818513,Onsite,,,LinkedIn
Data Center Operations Engineer,Cloudflare,"London, England, United Kingdom",Data Center Operations Engineer,"Data Center Operations, Linux Systems Administration, Juniper, Cisco, DWDM, Remote Contractor Management, Data Center Infrastructure, Network Architecture, Server Technologies, Automation Tooling, JIRA, Incident Management, MS Excel, Google Spreadsheets, Bash, Python, Golang, Nginx, Varnish, HAProxy, Apache, RHCSA, CCNA, JNCIA, Saltstack, Chef, Puppet, Ansible",https://uk.linkedin.com/jobs/view/data-center-operations-engineer-at-cloudflare-3766550732,Onsite,,,LinkedIn
ETF Data Analytics Engineer,Vanguard,"London, England, United Kingdom",ETF Data Analytics Engineer,,https://uk.linkedin.com/jobs/view/etf-data-analytics-engineer-at-vanguard-3776299961,Onsite,,,LinkedIn
Data Specialist,Durlston Partners,"London, England, United Kingdom",Data Specialist,,https://uk.linkedin.com/jobs/view/data-specialist-at-durlston-partners-3782728864,Onsite,,,LinkedIn
Data Engineer - SC Cleared/ Clearable,Impellam Group,"London, England, United Kingdom",Data Engineer - SC Cleared/ Clearable,,https://uk.linkedin.com/jobs/view/data-engineer-sc-cleared-clearable-at-impellam-group-3773677565,Hybrid,,,LinkedIn
Lead Data Engineer,Catch Resource Management,"London, England, United Kingdom",Lead Data Engineer,"Data Engineer, Data Warehousing, BI, ETL, Azure, PowerBI, Dynamics 365, SQL, TSQL, ERP, Data Lakes, Data Synapse, Power BI, D365",https://uk.linkedin.com/jobs/view/lead-data-engineer-at-catch-resource-management-3778508420,Hybrid,,,LinkedIn
Data Analyst,Recruitment Gamechangers,"London, England, United Kingdom",Data Analyst,,https://uk.linkedin.com/jobs/view/data-analyst-at-recruitment-gamechangers-3780378044,Hybrid,,,LinkedIn
Commercial Data Analyst,iwoca,"London, England, United Kingdom",Commercial Data Analyst,,https://uk.linkedin.com/jobs/view/commercial-data-analyst-at-iwoca-3780465108,Hybrid,,,LinkedIn
Data Analyst,Nomo Fintech,"London, England, United Kingdom",Data Analyst,,https://uk.linkedin.com/jobs/view/data-analyst-at-nomo-fintech-3785476485,Hybrid,,,LinkedIn
Data Analyst (Marketing),WeDiscover | Performance Marketing & Technology Agency,"London, England, United Kingdom",Data Analyst (Marketing),,https://uk.linkedin.com/jobs/view/data-analyst-marketing-at-wediscover-performance-marketing-technology-agency-3785579378,Hybrid,,,LinkedIn
Scala Data Engineer,EXL,"London, England, United Kingdom",Scala Data Engineer,"Scala, Hadoop, Hive, Impala, Unix, SQL, Banking, Financial Services, Retail Banking, Data Science",https://uk.linkedin.com/jobs/view/scala-data-engineer-at-exl-3768264951,Hybrid,,,LinkedIn
Senior/Lead Data Engineer - UK / Remote,Taptap Send,"London, England, United Kingdom",Senior/Lead Data Engineer - UK / Remote,"Java, Python, PostgreSQL, AWS Redshift, Stitch, DMS, Data modeling, Data governance, Statistics, Analytical skills, Big data technologies, Data engineering, Data pipelines, DevSecOps, Agile methodologies, Data quality, Data reliability, Prescriptive modeling, Predictive modeling, Data analysis, SQL",https://uk.linkedin.com/jobs/view/senior-lead-data-engineer-uk-remote-at-taptap-send-3788076768,Remote,,,LinkedIn
"Data Engineer (Redshift) -- Fulltime / 12 Months Contract -- Los Angeles, CA - Onsite",Lorven Technologies Inc.,United States,"Data Engineer (Redshift) -- Fulltime / 12 Months Contract -- Los Angeles, CA - Onsite","Informatica, Python, SQL, Redshift",https://www.linkedin.com/jobs/view/data-engineer-redshift-fulltime-12-months-contract-los-angeles-ca-onsite-at-lorven-technologies-inc-3681083408,Remote,,,LinkedIn
Remote - Need Sr. Data Software Engineer (x3) and Jr. Data Software Engineer (x2),Steneral Consulting,United States,Remote - Need Sr. Data Software Engineer (x3) and Jr. Data Software Engineer (x2),,https://www.linkedin.com/jobs/view/remote-need-sr-data-software-engineer-x3-and%C2%A0jr-data-software-engineer-x2-at-steneral-consulting-3665295664,Remote,,,LinkedIn
Senior Data Engineer,Wise Skulls,United States,Senior Data Engineer,"SQL, NoSQL, Big Data, AWS, Lambda, Glue, Step Functions, ECR, ECS, Cloud Watch, Docker, PySpark, CI/CD DevOps, Kafka, Testing, QA",https://www.linkedin.com/jobs/view/senior-data-engineer-at-wise-skulls-3648236040,Remote,,,LinkedIn
REMOTE: AWS Data Engineer,Stellar Professionals,United States,REMOTE: AWS Data Engineer,"AWS data services, ETL processes, AWS Glue, AWS Lambda, Apache Spark, Python, Scala, Java, AWS data storage services, Amazon S3, Amazon Redshift, Amazon DynamoDB, Data modeling, Data warehousing, Data integration, Hadoop, Hive, Presto, SQL, PostgreSQL, MySQL, Oracle, Problemsolving, Communication, Collaboration",https://www.linkedin.com/jobs/view/remote-aws-data-engineer-at-stellar-professionals-3661713356,Remote,,,LinkedIn
Junior Data Engineer,Monkey Tilt,"London, England, United Kingdom",Junior Data Engineer,"Python, Databricks, ETL/ELT, SQL, DBT, Kafka, Kinesis, Redshift, Spark, Apache Airflow, Data governance, Data security, GDPR, CCPA, Business intelligence, AI, Machine learning",https://uk.linkedin.com/jobs/view/junior-data-engineer-at-monkey-tilt-3777032155,Remote,,,LinkedIn
Azure Data Engineer - £85k + 10% bonus - 100% remote,Hawksworth,"London, England, United Kingdom",Azure Data Engineer - £85k + 10% bonus - 100% remote,"Azure, DevOps, Automation, Policy Admin, Power BI, SQL Server, ETL, Modelling, Data Factory, Azure SQL DB, Azure Synapse",https://uk.linkedin.com/jobs/view/azure-data-engineer-%C2%A385k-%2B-10%25-bonus-100%25-remote-at-hawksworth-3777860153,Remote,,,LinkedIn
Data Engineer,Harvey Nash,"London, England, United Kingdom",Data Engineer,"SQL, Data modeling, Data warehousing, Data pipelines, Data analytics, XFNs, Dashboards",https://uk.linkedin.com/jobs/view/data-engineer-at-harvey-nash-3776607964,Remote,,,LinkedIn
Data Engineer,Transparity,"England, United Kingdom",Data Engineer,"Data Engineering, Data Warehouse Development, ETL/ELT, Azure, SQL Server, Azure Synapse Analytics, Data Factory, Data Bricks, SQL, Python, Data lakes, Business intelligence, Data warehousing, Database design, Optimisation techniques, Design patterns",https://uk.linkedin.com/jobs/view/data-engineer-at-transparity-3779821742,Remote,,,LinkedIn
Data Engineer,Revoco,"England, United Kingdom",Data Engineer,"Data Engineering, Hadoop, Scala, Hive, Impala, Unix Scripting, SQL, Performance Tuning, Data Pipelines, Banking, Financial Services, Data Science, Retail Banking",https://uk.linkedin.com/jobs/view/data-engineer-at-revoco-3766936323,Remote,,,LinkedIn
Senior Data Engineer,Tact,"England, United Kingdom",Senior Data Engineer,,https://uk.linkedin.com/jobs/view/senior-data-engineer-at-tact-3784316420,Remote,,,LinkedIn
Informatica Data Engineer,BrightBox Group Ltd,"England, United Kingdom",Informatica Data Engineer,"Informatica PowerCenter, Informatica, Data engineering, SQL, Python, Scala, Azure, Cloud data engineering, Data modelling, Data warehousing, Problemsolving, Analytical skills, Communication, Teamwork",https://uk.linkedin.com/jobs/view/informatica-data-engineer-at-brightbox-group-ltd-3785308748,Remote,,,LinkedIn
Senior Data Engineer,be:technology,"London, England, United Kingdom",Senior Data Engineer,"Data Engineering, Python, SQL, SSIS/SSAS, Azure, Azure Synapse, Data Warehouse, Analytics, Machine Learning, Data Pipeline, Development, Data Architecture, Project Management, Change Management",https://uk.linkedin.com/jobs/view/senior-data-engineer-at-be-technology-3771941026,Remote,,,LinkedIn
Field Data Engineer,Ascend.io,"London Area, United Kingdom",Field Data Engineer,"Data Engineering, Software Engineering, AWS, Azure, GCP, Python, Ruby, Javascript, Computer Science, Math",https://uk.linkedin.com/jobs/view/field-data-engineer-at-ascend-io-3783648367,Remote,,,LinkedIn
Senior Data Engineer - GCP,CUBE,"London Area, United Kingdom",Senior Data Engineer - GCP,"BigQuery, DataFlow, Pub/Sub, Composer, Data Lake, Hadoop, NoSQL, CloudSQLBigQuery, DataFusion, Cloud Composer, Data Catalog, Caching, Message Buses, Data Governance, Data Integration, Data Quality, Data pipelines, Machine Learning, Data Analytics, Data Architecture, Data Engineering, ETL, ELT, Artificial Intelligence, Cloud Computing, Data Science, Programming, Software Development, GCP, SaaS, RegTech",https://uk.linkedin.com/jobs/view/senior-data-engineer-gcp-at-cube-3754984442,Remote,,,LinkedIn
Lead Data Engineer // £75k plus package // Remote working // Financial Services,Mentmore,"London, England, United Kingdom",Lead Data Engineer // £75k plus package // Remote working // Financial Services,"Data Engineering, Data Leadership, Redshift, Python Scripting, Glue, Quicksight, Data Modeling, ETL Processes, Agile",https://uk.linkedin.com/jobs/view/lead-data-engineer-%C2%A375k-plus-package-remote-working-financial-services-at-mentmore-3765284265,Remote,,,LinkedIn
Data Engineer,Wave Talent,"London, England, United Kingdom",Data Engineer,,https://uk.linkedin.com/jobs/view/data-engineer-at-wave-talent-3784808363,Hybrid,,,LinkedIn
Data Engineer,eSolutionsFirst,"McLean, VA",Data Engineer,,https://www.linkedin.com/jobs/view/data-engineer-at-esolutionsfirst-3781114448,Onsite,,,LinkedIn
Data Analyst,Infinity-Outsourcing,"McLean, VA",Data Analyst,"Data Analysis, Sybase, DB2, ECDA, API Integration, Software Modeling, API Documentation, Troubleshooting, Industry Trends, Crystal Reports, Excel, SSRS, Data Mining, Data Trends",https://www.linkedin.com/jobs/view/data-analyst-at-infinity-outsourcing-3741171745,Onsite,,,LinkedIn
Data Science Engineer,Kforce Inc,"Germantown, MD",Data Science Engineer,,https://www.linkedin.com/jobs/view/data-science-engineer-at-kforce-inc-3775444927,Onsite,,,LinkedIn
"Data Engineer, Sr.",Atlas Research,"Washington, DC","Data Engineer, Sr.","Data analysis, Data mining, Data visualization, SQL, MSSQL, SSRS, Power BI, Tableu, Data wrangling, Data modeling, Data migration, Data reporting, Data management, Data Scientist, Data extraction, Data integration, Data transformation, Data cleansing, Data loading, Data warehousing, Data mining techniques, Data manipulation, Data delivery, Data automation, Data migration, Data modeling, Data reporting, Data visualization, Relational databases, NoSQL databases, Big data technologies, Cloud computing, Machine learning, Artificial intelligence, Data governance, Data security, Data privacy",https://www.linkedin.com/jobs/view/data-engineer-sr-at-atlas-research-3111073000,Onsite,,,LinkedIn
